0.37811205	0.25325564	-0.3060543	0.2736934	0.33082873	-0.35609233	-0.36651334	-0.31766546	-0.32816213	0.29092526	-0.29456604	-0.2859836	0.3103562	0.35970736	0.3138936	0.38548878
0.5246314	0.48696604	-0.51518905	0.53287184	0.50413924	-0.5594743	-0.5255064	-0.5547705	-0.54827297	0.52846116	-0.49692446	-0.50279266	0.52357036	0.5391603	0.51217824	0.5580411
0.007733499	0.027195634	-0.062130313	0.0018071076	-0.021921229	-0.019400097	-0.026220122	-0.013415919	0.024019256	-0.008418418	-0.010169755	-0.036367618	0.0010389483	0.022382334	0.008408265	0.061515886
-0.39391765	-0.31659833	0.3315842	-0.34622347	-0.34429398	0.43988094	0.34505147	0.38922045	0.347678	-0.3126952	0.34766963	0.33298832	-0.3769584	-0.39270684	-0.39203927	-0.34936437
-0.2683931	-0.29071465	0.25496975	-0.20422119	-0.24348497	0.2647894	0.28059015	0.22730564	0.31544626	-0.25522718	0.21296802	0.26361734	-0.23155607	-0.25479683	-0.26518157	-0.2322291
1.7859468	1.6680228	-1.7919563	1.6160262	1.6930716	-1.9244252	-1.8239341	-1.8423795	-1.741825	1.6902319	-1.6711993	-1.7982378	1.8207439	1.8392267	1.6974763	1.9404489
0.67597127	0.62397707	-0.6840779	0.6260088	0.580984	-0.6739882	-0.66923904	-0.7052733	-0.68510467	0.6302471	-0.648375	-0.6900217	0.6488368	0.6529781	0.6663502	0.6940708
0.31474	0.24207291	-0.25270686	0.31015098	0.31024468	-0.34356767	-0.26034948	-0.2885698	-0.32072732	0.27727026	-0.2899137	-0.26094103	0.27938208	0.3349899	0.23167399	0.26166594
0.25526947	0.21709998	-0.26247224	0.21257763	0.2411092	-0.22823466	-0.26586422	-0.25963473	-0.20415026	0.16572851	-0.18538086	-0.25974885	0.23127447	0.22604954	0.24370643	0.24569143
-0.7868598	-0.77245003	0.7941425	-0.7534663	-0.7123219	0.8161447	0.8074659	0.7943734	0.7568184	-0.768519	0.77852213	0.8268628	-0.84222096	-0.78764915	-0.7275086	-0.8362322
-0.01581778	-0.010948526	0.005216407	-0.046426523	0.017507108	0.0314956	0.007427063	-0.03968453	0.025840048	-0.008975753	-0.029233798	0.030949153	-0.013184888	-0.05409406	0.008000175	-0.024534564
-0.23514959	-0.20601179	0.20525663	-0.2031756	-0.23136386	0.23170035	0.16271144	0.19303316	0.16991888	-0.16723707	0.15219612	0.2494573	-0.21778344	-0.18054578	-0.20624726	-0.15450256
-0.2732961	-0.19698806	0.23853251	-0.21451695	-0.18933272	0.28012627	0.24830191	0.24257426	0.27583626	-0.24707925	0.25888845	0.20859241	-0.22831382	-0.2516415	-0.25897154	-0.2694119
0.028613912	0.01369633	-0.060068477	0.098767325	0.10971538	-0.08147247	-0.027607681	-0.0832805	-0.04673647	0.033664633	-0.06350603	-0.101217866	0.067051575	0.059224024	0.08740071	0.027663155
-0.6210692	-0.6517914	0.63394547	-0.66096586	-0.58280045	0.65898347	0.6697762	0.67779964	0.70806766	-0.61676997	0.6119239	0.6860772	-0.6621791	-0.6522664	-0.62300044	-0.7006219
1.0360591	0.95032996	-1.019604	0.88199	0.9664608	-1.0846686	-1.0477923	-1.0439533	-1.0050124	0.89391744	-0.952625	-0.9944246	1.0217497	1.148013	0.98145604	1.0962039
-0.34626767	-0.3262636	0.37096563	-0.3139361	-0.2901728	0.41946688	0.34821928	0.36170632	0.3438918	-0.3085965	0.31237668	0.3327494	-0.3635522	-0.35983106	-0.32180774	-0.38929
-0.01070914	-0.023919558	0.016296571	-0.049188934	-0.038183615	0.04382979	0.03729737	0.04448917	0.0036360275	-0.06344296	0.075910255	0.015429208	-0.034520358	-0.044047337	-0.0405767	-0.08180845
0.5544007	0.5625527	-0.6133697	0.4859925	0.566598	-0.64065194	-0.5852942	-0.6168936	-0.61048883	0.5392203	-0.5276074	-0.52266526	0.62985414	0.64494586	0.5631255	0.6177422
1.533975	1.3629892	-1.4782428	1.3845228	1.3917193	-1.5430601	-1.5422915	-1.533645	-1.5204258	1.3361684	-1.4377141	-1.499935	1.4956448	1.5952424	1.4766042	1.6225656
-0.08684109	-0.08772678	0.17447947	-0.15844193	-0.11876017	0.110345595	0.10494796	0.15139428	0.13073069	-0.16264082	0.10012368	0.11144605	-0.12616429	-0.18215677	-0.09811186	-0.12926583
-0.12754497	-0.11363228	0.13795418	-0.14030556	-0.15167242	0.10887456	0.13693684	0.09576772	0.089779384	-0.14764357	0.16824873	0.15214849	-0.09980684	-0.15363309	-0.1354765	-0.17476065
0.15147273	0.20909068	-0.23793682	0.14882028	0.18486443	-0.18960893	-0.24656816	-0.239002	-0.18574888	0.16575597	-0.19132464	-0.14791077	0.16366884	0.2487239	0.18336003	0.21622096
-0.21137403	-0.12380906	0.14357726	-0.1615378	-0.15021248	0.1472835	0.2056753	0.14260812	0.12575187	-0.1577762	0.18755427	0.18941846	-0.1375398	-0.15348378	-0.1172634	-0.19771092
1.2787349	1.1333191	-1.25385	1.0951157	1.1574079	-1.3292729	-1.2109164	-1.258866	-1.2035916	1.1151742	-1.1775084	-1.1640711	1.2042834	1.3002677	1.1953698	1.2641085
0.2735318	0.22385821	-0.21910475	0.20363215	0.24584948	-0.2459638	-0.21327326	-0.19859944	-0.24016331	0.23393025	-0.18653053	-0.24033222	0.22912364	0.27395412	0.24567567	0.19835794
0.08343417	0.09729222	-0.04936928	0.07605828	0.103035085	-0.10436676	-0.09957254	-0.020057246	-0.10064768	0.037692003	-0.04681889	-0.08925242	0.030062957	0.061926924	0.020648401	0.0058579524
1.1870217	1.123375	-1.231981	1.1245974	1.1344016	-1.3069648	-1.264744	-1.2428511	-1.2322868	1.084108	-1.1804469	-1.2228758	1.2436523	1.3269523	1.1315346	1.3650639
0.34044716	0.40150693	-0.42293134	0.378471	0.33468503	-0.37146398	-0.38267648	-0.37645474	-0.43066356	0.31057173	-0.34568697	-0.36858454	0.42878592	0.41489434	0.39992768	0.38917986
-0.19916403	-0.17749639	0.24555692	-0.2517551	-0.16848665	0.28311437	0.23114297	0.22552055	0.21401075	-0.23012371	0.21736977	0.19149522	-0.2547036	-0.2564161	-0.2154535	-0.19658986
-0.14704964	-0.14103477	0.08750324	-0.07004231	-0.061278675	0.12513301	0.08674192	0.090031065	0.11700421	-0.09837056	0.15060817	0.0674722	-0.15929157	-0.15529127	-0.09444873	-0.09812791
0.07754853	0.13096724	-0.15999988	0.07186731	0.101426736	-0.15639491	-0.07324949	-0.102082245	-0.1494435	0.1310415	-0.066427104	-0.14648157	0.106339775	0.11378558	0.13423769	0.08304365
0.7418497	0.62934536	-0.73686117	0.6534972	0.64068115	-0.78876805	-0.7433064	-0.69731593	-0.75074375	0.61398983	-0.6781807	-0.7267066	0.743627	0.7873047	0.6732042	0.7364558
0.63412935	0.6234397	-0.6434483	0.5535502	0.64857453	-0.66054153	-0.6201766	-0.62386024	-0.6558318	0.65329397	-0.617419	-0.68891054	0.635354	0.6594534	0.6120782	0.6584926
